# ModEM impedance responses for   written by matlab ModEMdata_write                                                                  
# Tx_Dipole Tx_Period(s) Tx_Moment(Am) Tx_Azi Tx_Dip Tx_X(m) Tx_Y(x) Tx_Z(m) Code X(m) Y(x) Z(m) Component Real Imag Error
>  Ey_Field
>  exp(+i\omega t)
>  [V/m]
>     0.00
>     0.000    0.000
>      2     9
Electric 1.000000E-01 1.000000E+00   90.000    0.000    1248.016   -2751.985    1050.000 Line1__46          -751.985   -3251.985    1000.500 Ey_Field  -9.234564E-16  -6.199552E-16   1.000000E+13
Electric 1.000000E-01 1.000000E+00   90.000    0.000    1248.016   -2751.985    1050.000 Line1__36          -751.985    -751.985    1000.500 Ey_Field   7.377658E-18   5.263612E-18   1.000000E+13
Electric 1.000000E-01 1.000000E+00   90.000    0.000    -751.985   -3251.985    1050.000 Line1__36          -751.985    -751.985    1000.500 Ey_Field   1.054771E-16  -1.009006E-16   1.000000E+13
Electric 1.000000E-01 1.000000E+00   90.000    0.000    1248.016   -2751.985    1050.000 Line1__56          -751.985    1748.016    1000.500 Ey_Field  -3.480700E-18   1.082897E-20   1.000000E+13
Electric 1.000000E-01 1.000000E+00   90.000    0.000    -751.985   -3251.985    1050.000 Line1__56          -751.985    1748.016    1000.500 Ey_Field  -1.136714E-17  -1.324198E-18   1.000000E+13
Electric 1.000000E-01 1.000000E+00   90.000    0.000    1248.016   -2751.985    1050.000 Line1__1            248.016   -3251.985    1000.500 Ey_Field  -3.197567E-14   2.679499E-13   1.000000E+13
Electric 1.000000E-01 1.000000E+00   90.000    0.000    -751.985   -3251.985    1050.000 Line1__1            248.016   -3251.985    1000.500 Ey_Field  -2.155015E-12   2.978660E-13   1.000000E+13
Electric 1.000000E-01 1.000000E+00   90.000    0.000    1248.016   -2751.985    1050.000 Line1__6            248.016    -751.985    1000.500 Ey_Field   2.177355E-16   1.386630E-17   1.000000E+13
Electric 1.000000E-01 1.000000E+00   90.000    0.000    -751.985   -3251.985    1050.000 Line1__6            248.016    -751.985    1000.500 Ey_Field   2.020951E-17  -6.019977E-17   1.000000E+13
Electric 1.000000E-01 1.000000E+00   90.000    0.000    1248.016   -2751.985    1050.000 Line1__11           248.016    1748.016    1000.500 Ey_Field  -1.046895E-17  -7.845242E-19   1.000000E+13
Electric 1.000000E-01 1.000000E+00   90.000    0.000    -751.985   -3251.985    1050.000 Line1__11           248.016    1748.016    1000.500 Ey_Field  -5.331639E-18  -3.301749E-19   1.000000E+13
Electric 1.000000E-01 1.000000E+00   90.000    0.000    -751.985   -3251.985    1050.000 Line1__16          1248.016   -3251.985    1000.500 Ey_Field  -1.113196E-15  -1.242412E-15   1.000000E+13
Electric 1.000000E-01 1.000000E+00   90.000    0.000    1248.016   -2751.985    1050.000 Line1__21          1248.016    -751.985    1000.500 Ey_Field   6.685877E-16   2.915283E-16   1.000000E+13
Electric 1.000000E-01 1.000000E+00   90.000    0.000    -751.985   -3251.985    1050.000 Line1__21          1248.016    -751.985    1000.500 Ey_Field  -1.353794E-18  -7.203929E-18   1.000000E+13
Electric 1.000000E-01 1.000000E+00   90.000    0.000    1248.016   -2751.985    1050.000 Line1__26          1248.016    1748.016    1000.500 Ey_Field  -4.179938E-18   6.431498E-19   1.000000E+13
Electric 1.000000E-01 1.000000E+00   90.000    0.000    -751.985   -3251.985    1050.000 Line1__26          1248.016    1748.016    1000.500 Ey_Field  -4.220744E-18  -4.810831E-19   1.000000E+13
